DwellingData_id,MPRN,Dwelling Address,Dwelling AddressLine1,Dwelling AddressLine2,Dwelling AddressLine3,Dwelling AddressLine4,Dwelling AddressLine5,Dwelling County,Dwelling PostCode,MPRN Address,MPRN unit no,MPRN house no,MPRN street,MPRN address1,MPRN address2,MPRN address4,MPRN address5,MPRN city,MPRN county,MPRN county name,Status,Percent_Match,BUILDING_ID,ADDRESS_REFERENCE,EIRCODE,SMALL_AREA_REF,Geo_Address,LATITUDE,LONGITUDE
53606.0,10001459810.0,APT 142 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 142,35 MOUNTJOY SQUARE,,,,7.0,,APT 142 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 142,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819483,D01FT26,268105010,APARTMENT 142 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01FT26      ,53.3559523231458,-6.2558887613968
53560.0,10001459480.0,APT 115 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 115,35 MOUNTJOY SQUARE,,,,7.0,,APT 115 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 115,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819456,D01KP44,268105010,APARTMENT 115 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01KP44      ,53.3559523231458,-6.2558887613968
53593.0,10001459746.0,APT 135 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 135,35 MOUNTJOY SQUARE,,,,7.0,,APT 135 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 135,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819476,D01XW61,268105010,APARTMENT 135 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01XW61      ,53.3559523231458,-6.2558887613968
53584.0,10001459539.0,APT 124 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 124,35 MOUNTJOY SQUARE,,,,7.0,,APT 124 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 124,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819465,D01E372,268105010,APARTMENT 124 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01E372      ,53.3559523231458,-6.2558887613968
53567.0,10001459492.0,APT119 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 119,35 MOUNTJOY SQUARE,,,,7.0,,APT 119 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 119,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819460,D01YY91,268105010,APARTMENT 119 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01YY91      ,53.3559523231458,-6.2558887613968
53579.0,10001459511.0,APT 121 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 121,35 MOUNTJOY SQUARE,,,,7.0,,APT 121 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 121,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819462,D01FC99,268105010,APARTMENT 121 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01FC99      ,53.3559523231458,-6.2558887613968
53544.0,10001460000.0,APT 100 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 100,35 MOUNTJOY SQUARE,,,,7.0,,APT 100 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 100,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819441,D01FD85,268105010,APARTMENT 100 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01FD85      ,53.3559523231458,-6.2558887613968
53542.0,10001459957.0,APT 95 APT 95 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 95,APARTMENT 95 35 MOUNTJOY SQUARE,,,,7.0,,APT 95 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 95,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,75,36852076,3685207637415097,D01K793,268105012,APARTMENT 95 PEMBERTON HOUSE 33 MOUNTJOY SQUARE APARTMENTS DUBLIN 1 D01K793     ,53.356491347402,-6.25552361532076
53585.0,10001460042.0,APT 125 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 125,35 MOUNTJOY SQUARE,,,,7.0,,APT 125 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 125,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819466,D01KR70,268105010,APARTMENT 125 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01KR70      ,53.3559523231458,-6.2558887613968
53541.0,10001459945.0,APT 94 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 94,35 MOUNTJOY SQUARE,,,,7.0,,APT 94 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 94,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,90,50474603,5047460333819435,D01DP76,268105010,APARTMENT 94 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01DP76      ,53.3559523231458,-6.2558887613968
53595.0,10001459758.0,APT 136 APT 136 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 136,APARTMENT 136 35 MOUNTJOY SQUARE,,,,7.0,,APT 136 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 136,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,70,50474603,5047460333819477,D01HY84,268105010,APARTMENT 136 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01HY84      ,53.3559523231458,-6.2558887613968
53581.0,10001460037.0,APT 122 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 122,35 MOUNTJOY SQUARE,,,,7.0,,APT 122 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 122,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819463,D01N9T2,268105010,APARTMENT 122 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01N9T2      ,53.3559523231458,-6.2558887613968
53561.0,10001459863.0,APT 116 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 116,35 MOUNTJOY SQUARE,,,,7.0,,APT 116 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 116,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819457,D01RW98,268105010,APARTMENT 116 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01RW98      ,53.3559523231458,-6.2558887613968
53563.0,10001459851.0,APT117 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 117,35 MOUNTJOY SQUARE,,,,7.0,,APT 117 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 117,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819458,D01A094,268105010,APARTMENT 117 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01A094      ,53.3559523231458,-6.2558887613968
53547.0,10001460347.0,APT101 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 101,35 MOUNTJOY SQUARE,,,,7.0,,FLAT 101 35 MOUNTJOY SQUARE DUBLIN 1 DB,FLAT 101,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819442,D01RX43,268105010,APARTMENT 101 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01RX43      ,53.3559523231458,-6.2558887613968
53608.0,10001459835.0,APT 144 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 144,35 MOUNTJOY SQUARE,,,,7.0,,APT 144 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 144,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819485,D01KA61,268105010,APARTMENT 144 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01KA61      ,53.3559523231458,-6.2558887613968
53597.0,10001459765.0,APT 137 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 137,35 MOUNTJOY SQUARE,,,,7.0,,APT 137 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 137,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819478,D01VH79,268105010,APARTMENT 137 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01VH79      ,53.3559523231458,-6.2558887613968
53607.0,10001459828.0,APT 143 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 143,35 MOUNTJOY SQUARE,,,,7.0,,APT 143 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 143,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819484,D01VA03,268105010,APARTMENT 143 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01VA03      ,53.3559523231458,-6.2558887613968
53609.0,10001459844.0,APT 145 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 145,35 MOUNTJOY SQUARE,,,,7.0,,APT 145 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 145,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460340727424,D01H6H0,268105010,APARTMENT 145 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01H6H0      ,53.3559523231458,-6.2558887613968
53912.0,10001459971.0,APT 97 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 97,35 MOUNTJOY SQUARE,,,,7.0,,APT 97 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 97,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,90,50474603,5047460333819438,D01C899,268105010,APARTMENT 97 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01C899      ,53.3559523231458,-6.2558887613968
53918.0,10001459990.0,APT 99 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 99,35 MOUNTJOY SQUARE,,,,7.0,,APT 99 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 99,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,90,50474603,5047460333819440,D01A8P6,268105010,APARTMENT 99 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01A8P6      ,53.3559523231458,-6.2558887613968
53916.0,10001459983.0,APT 98 APT 98 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 98,APARTMENT 98 35 MOUNTJOY SQUARE,,,,7.0,,APT 98 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 98,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,75,36852076,3685207637415100,D01KC43,268105012,APARTMENT 98 PEMBERTON HOUSE 33 MOUNTJOY SQUARE APARTMENTS DUBLIN 1 D01KC43     ,53.356491347402,-6.25552361532076
54049.0,10001459552.0,APT 127 35 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 127,35 MOUNTJOY SQUARE,,,,7.0,,APT 127 35 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 127,35,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,91,50474603,5047460333819468,D01P209,268105010,APARTMENT 127 35-38 MOUNTJOY SQUARE SOUTH DUBLIN 1 D01P209      ,53.3559523231458,-6.2558887613968
59983.0,10019895937.0,APT 2 GRAND CENTRAL 10 11 O'CONNELL ST LWR DUBLIN 1 ,APARTMENT 2 GRAND CENTRAL,10 11 O'CONNELL STREET LWR,,,,7.0,,APT 2 10 11 O'CONNELL STREET LOWER DUBLIN 1 DB,APARTMENT 2,10 11,O'CONNELL STREET LOWER,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268106016,,,
59982.0,10019789763.0,APT 1 10 11 O'CONNELL ST LWR DUBLIN 1 ,APARTMENT 1,10 11 O'CONNELL STREET LWR,,,,7.0,,APT 1 10 11 O'CONNELL STREET LOWER DUBLIN 1 DB,APARTMENT 1,10 11,O'CONNELL STREET LOWER,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,95,50520161,5052016137639602,D01XF84,268106016,APARTMENT 1 10/11 O'CONNELL STREET LOWER DUBLIN 1 D01XF84      ,53.3483300019672,-6.259093231527669
59992.0,10019895979.0,APT 6 10 11 O'CONNELL ST LWR DUBLIN 1 ,APARTMENT 6,10 11 O'CONNELL STREET LWR,,,,7.0,,APT 6 10 11 O'CONNELL STREET LOWER DUBLIN 1 DB,APARTMENT 6,10 11,O'CONNELL STREET LOWER,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,95,50520161,5052016140304883,D01K4H2,268106016,APARTMENT 6 10/11 O'CONNELL STREET LOWER DUBLIN 1 D01K4H2      ,53.3483300019672,-6.259093231527669
59990.0,10019895961.0,APT 5 1011 O'CONNELL ST LWR DUBLIN 1 ,APARTMENT 5,10 11 O'CONNELL STREET LWR,,,,7.0,,APT 5 10 11 O'CONNELL STREET LOWER DUBLIN 1 DB,APARTMENT 5,10 11,O'CONNELL STREET LOWER,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,95,50520161,5052016137639606,D01EK28,268106016,APARTMENT 5 10/11 O'CONNELL STREET LOWER DUBLIN 1 D01EK28      ,53.3483300019672,-6.259093231527669
60753.0,10302949375.0,50 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,50 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 50 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 50,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60751.0,10302949360.0,49 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,49 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 49 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 49,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60734.0,10302949338.0,46 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,46 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 46 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 46,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60761.0,10302949387.0,51 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,51 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 51 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 51,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60783.0,10302949312.0,44 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,44 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 44 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 44,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60741.0,10302949341.0,47 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,47 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 47 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 47,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60787.0,10302949326.0,45 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,45 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 45 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 45,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
60745.0,10302949353.0,48 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,48 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 48 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 48,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
42222.0,10302949399.0,52 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,52 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 52 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 52,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
62687.0,10302949456.0,59 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,59 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 59 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 59,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
62689.0,10302949430.0,57 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,57 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 57 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 57,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
62695.0,10302949468.0,60 THE OATHOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DUBLIN 1,60 THE OATHOUSE,BAKERS YARD,PORTLAND STREET NORTH,,,7.0,DUBLIN 1,APT 60 THE OAT HOUSE BAKERS YARD PORTLAND STREET NORTH DUBLIN 1 DB,APARTMENT 60,,THE OAT HOUSE,,,BAKERS YARD,PORTLAND STREET NORTH,DUBLIN 1,DUBLIN,,,,,,,,,,
63247.0,10001341636.0,34 BOLTON COURT 47 50 BOLTON STREET DUBLIN 1 ,34 BOLTON COURT,47 50 BOLTON STREET,,,,7.0,,47 50 BOLTON STREET 34 BOLTON COURT DUBLIN 1 DB,,47 50,BOLTON STREET,34 BOLTON COURT,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
47218.0,10302816984.0,APT 1 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 1,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 1 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 1,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,88,50242618,5024261832191499,D01HV09,268138015,APARTMENT 1 7 NORTH GREAT GEORGE'S STREET DUBLIN 1 D01HV09      ,53.354823993123,-6.2614924825397695
42213.0,10302816991.0,APT 2 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 2,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 2 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 2,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,88,50242618,5024261832191500,D01T678,268138015,APARTMENT 2 7 NORTH GREAT GEORGE'S STREET DUBLIN 1 D01T678      ,53.354823993123,-6.2614924825397695
42270.0,10302820737.0,APT 6 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 6,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 6 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 6,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
42250.0,10302820700.0,APT 3 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 3,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 3 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 3,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,88,50242618,5024261840739021,D01N6T0,268138015,APARTMENT 3 7 NORTH GREAT GEORGE'S STREET DUBLIN 1 D01N6T0      ,53.354823993123,-6.2614924825397695
42265.0,10302820713.0,APT 4 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 4,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 4 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 4,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
42542.0,10302820754.0,APT 8 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 8,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 8 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 8,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
42535.0,10302820742.0,APT 7 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 7,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 7 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 7,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
77728.0,10001424522.0,5 KILLARNEY COURT BLOCK D KILLARNEY STREET DUBLIN 1 ,5 KILLARNEY COURT,BLOCK D,KILLARNEY STREET,,,7.0,,5 KILLARNEY COURT BLOCK D2 DUBLIN 1 DB,,5,KILLARNEY COURT,,,BLOCK D2,,DUBLIN 1,DUBLIN,,,,,,,,,,
79761.0,10001327382.0,10 STAFFORD HOUSE WOLF TONE STREET DUBLIN 1 ,10 STAFFORD HOUSE,WOLF TONE STREET,,,,7.0,,10 STAFFORD HOUSE WOLFE TONE ST DUBLIN 1 DB,,10,STAFFORD HOUSE,,,WOLFE TONE STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
79762.0,10001327549.0,12 STAFFORD HOUSE WOLF TONE STREET DUBLIN 1 ,12 STAFFORD HOUSE,WOLF TONE STREET,,,,7.0,,12 STAFFORD HOUSE WOLFE TONE ST DUBLIN 1 DB,,12,STAFFORD HOUSE,,,WOLFE TONE STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
79765.0,10001327489.0,4 STAFFORD HOUSE DUBLIN 1 ,4 STAFFORD HOUSE,,,,,7.0,,4 STAFFORD HOUSE WOLFE TONE ST DUBLIN 1 DB,,4,STAFFORD HOUSE,,,WOLFE TONE STREET,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
79764.0,10001327713.0,NO 30 STAFFORD HOUSE WOLF TONE STREET DUBLIN 1 ,30 STAFFORD HOUSE,WOLF TONE STREET,,,,7.0,,30 STAFFORD HOUSE WOLFE TONE ST DUBLIN 1 DB,,30,STAFFORD HOUSE,,,WOLFE TONE STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
66000.0,10301833817.0,APT 39 ST JOSEPHS SUMMERHILL DUBLIN 1 ,APARTMENT 39,SAINT JOSEPHS,SUMMERHILL,,,7.0,,APT 39 SAINT JOSEPHS BLOCK A SUMMERHILL DUBLIN 1 DB,APARTMENT 39,,SAINT JOSEPHS,,BLOCK A,SUMMERHILL,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268138017,,,
78155.0,10001435412.0,APT 5 21 LOWER DORSET ST DUBLIN 1 ,APARTMENT 5,21 LOWER DORSET STREET ,,,,7.0,,APT 5 21 DORSET STREET LOWER DUBLIN 1 DB,APARTMENT 5,21,DORSET STREET LOWER,,,,,DUBLIN 1,DUBLIN,,MATCH_Fuzzy,82,36869857,3686985736869874,D01Y978,268138005,APARTMENT 5 21/22 DORSET STREET LOWER DUBLIN 1 D01Y978      ,53.358399288449704,-6.2623586064878785
66028.0,10301833882.0,APT 46 ST JOSEPHS SUMMERHILL DUBLIN 1 ,APARTMENT 46,SAINT JOSEPHS,SUMMERHILL,,,7.0,,APT 46 SAINT JOSEPHS BLOCK A SUMMERHILL DUBLIN 1 DB,APARTMENT 46,,SAINT JOSEPHS,,BLOCK A,SUMMERHILL,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268138017,,,
72782.0,10001457543.0,38 BELVADERE COURT 30 NORTH GREAT GEORGE'S STREET DUBLIN 1 1,38 BELVADERE COURT,30 NORTH GREAT GEORGE'S STREET,,,,7.0,1,APT 38 30 NORTH GREAT GEORGES STREET BELVEDERE COURT DUBLIN 1 DB,APARTMENT 38,30,NORTH GREAT GEORGES STREET,BELVEDERE COURT,,,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268138014,,,
42531.0,10302820725.0,APT 5 27 NORTH GREAT CHARLES ST DUBLIN 1 DUBLIN 1 DUBLIN 1,APARTMENT 5,27 NORTH GREAT CHARLES STREET,DUBLIN 1,,,7.0,DUBLIN 1,APT 5 27 NORTH GREAT CHARLES STREET DUBLIN 1 DB,APARTMENT 5,27,NORTH GREAT CHARLES STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
64835.0,10303761043.0,APT 02 JOE SARTINI'S COURT DOMINICK ST DUBLIN 1 ,APARTMENT 02,JOE SARTINI'S COURT,DOMINICK STREET ,,,7.0,,APT 2 JOE SARTINIS COURT DOMINICK STREET DUBLIN 1 DB,APARTMENT 2,,JOE SARTINIS COURT,,,DOMINICK STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
